scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path
Clavariadelphus,higher_taxon,genus,path_depth,5,8,8,Clavariadelphus flavoimmaturus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Gomphales|Clavariadelphaceae|Clavariadelphus|Clavariadelphus flavoimmaturus
Clavariineae,higher_taxon,tribe,suffix,1,8,8,Hodophilus phaeophyllus,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Clavariineae|Clavariaceae|Hodophilus|Phaeophylli|Hodophilus phaeophyllus
Clavulina,higher_taxon,genus,path_depth,3,8,8,Clavulina cinerea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Hydnaceae|Clavulina|Clavulina cinerea
Clavulinopsis,higher_taxon,genus,path_depth,5,8,8,Clavulinopsis corniculata,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clavariaceae|Clavulinopsis|Clavulinopsis corniculata
Cleomaceae,higher_taxon,family,suffix,3,8,8,Cleome houtteana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Cleomaceae|Tarenaya|Tarenaya houtteana
Clethraceae,higher_taxon,family,suffix,1,8,8,Clethra alnifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Clethraceae|Clethra|Clethra alnifolia
Clitocybe catinus,higher_taxon,genus,path_depth,1,8,8,Infundibulicybe catinus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clitocybe|Clitocybe catinus
Clitocybe costata,higher_taxon,genus,path_depth,1,8,8,Infundibulicybe costata,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clitocybe|Clitocybe costata
Clitocybe phaeophthalma,higher_taxon,genus,path_depth,1,8,8,Singerocybe phaeophthalma,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clitocybe|Clitocybe phaeophthalma
Clitopaxillus,higher_taxon,genus,path_depth,1,8,8,Clitopaxillus fibulatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Pseudoclitocybaceae|Clitopaxillus|Clitopaxillus fibulatus
Clitopilopsis,higher_taxon,genus,path_depth,1,8,8,Clitopilopsis hirneola,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Clitopilopsis|Clitopilopsis hirneola
Clitopilus,higher_taxon,genus,path_depth,5,8,8,Clitopilus cystidiatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Clitopilus|Clitopilus cystidiatus
Clusiaceae,higher_taxon,family,suffix,1,8,8,Clusia rosea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Clusiaceae|Clusieae|Clusia|Clusia rosea
Colchicaceae,higher_taxon,family,suffix,8,8,8,Colchicum alpinum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Colchicaceae|Colchicum|Colchicum alpinum
Coleosporium,higher_taxon,genus,path_depth,1,8,8,Coleosporium solidaginis,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Coleosporiaceae|Coleosporium|Coleosporium asterum
Collybiopsis,higher_taxon,genus,path_depth,6,8,8,Collybiopsis confluens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Omphalotaceae|Collybiopsis|Collybiopsis confluens
Coltricia,higher_taxon,genus,path_depth,2,8,8,Coltricia cinnamomea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Coltricia|Coltricia cinnamomea
Combretaceae,higher_taxon,family,suffix,1,8,8,Combretum indicum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Combretaceae|Combretoideae|Combreteae|Combretinae|Combretum|Combretum indicum
Commelinaceae,higher_taxon,family,suffix,13,8,8,Aneilema aequinoctiale,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Commelinales|Commelinaceae|Aneilema|Aneilema aequinoctiale
Coniophora,higher_taxon,genus,path_depth,1,8,8,Coniophora puteana,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Coniophoraceae|Coniophora|Coniophora puteana
Conocybe,higher_taxon,genus,path_depth,12,8,8,Conocybe antipus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Bolbitiaceae|Conocybe|Conocybe antipus
Convolvulaceae,higher_taxon,family,suffix,18,8,8,Calystegia sepium,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Convolvuloideae|Convolvuleae|Convolvulus|Convolvulus sepium|Convolvulus sepium sepium
Coprinellus,higher_taxon,genus,path_depth,9,8,8,Coprinellus bipellis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Coprinellus|Coprinellus bipellis
Coprinopsis,higher_taxon,genus,path_depth,16,8,8,Coprinopsis acuminata,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Coprinopsis|Coprinopsis acuminata
Coprinus,higher_taxon,genus,path_depth,2,8,8,Coprinus comatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Coprinus|Coprinus comatus
Cordiaceae,higher_taxon,family,suffix,1,8,8,Cordia boissieri,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Cordiaceae|Cordia|Cordia boissieri
Coriolopsis,higher_taxon,genus,path_depth,1,8,8,Coriolopsis gallica,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Coriolopsis|Coriolopsis gallica
Cornaceae,higher_taxon,family,suffix,11,8,8,Cornus alba,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cornales|Cornaceae|Cornoideae|Cornus|Cornus alba
Corticium,higher_taxon,genus,path_depth,1,8,8,Corticium roseum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Corticiales|Corticiaceae|Corticium|Corticium roseum
Cortinarius,higher_taxon,genus,path_depth,105,8,8,Cortinarius acutovelatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Cortinarius|Cortinarius acutovelatus
Costaceae,higher_taxon,family,suffix,4,8,8,Costus afer,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Costaceae|Costus|Costus afer
Crassulaceae,higher_taxon,family,suffix,115,8,8,Aeonium arboreum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Aeonieae|Aeonium|Aeonium arboreum
Crepidotus,higher_taxon,genus,path_depth,9,8,8,Crepidotus applanatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Crepidotaceae|Crepidotus|Crepidotus applanatus
Crinipellis,higher_taxon,genus,path_depth,1,8,8,Crinipellis scabella,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Marasmiaceae|Crinipellis|Crinipellis scabella
Cronartium,higher_taxon,genus,path_depth,2,8,8,Cronartium flaccidum,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Cronartiaceae|Cronartium|Cronartium pini
Crustoderma,higher_taxon,genus,path_depth,1,8,8,Crustoderma corneum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Sparassidaceae|Crustoderma|Crustoderma corneum
Cryptomarasmius,higher_taxon,genus,path_depth,1,8,8,Cryptomarasmius corbariensis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Cryptomarasmius|Cryptomarasmius corbariensis
Cucurbitaceae,higher_taxon,family,suffix,21,8,8,Bryonia cretica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Bryonieae|Bryonia|Bryonia cretica
Cumminsiella,higher_taxon,genus,path_depth,1,8,8,Cumminsiella mirabilissima,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Cumminsiella|Cumminsiella sanguinea
Cuphophyllus,higher_taxon,genus,path_depth,8,8,8,Cuphophyllus colemannianus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Cuphophyllus|Cuphophyllus colemannianus
Cupressales,higher_taxon,order,suffix,40,8,8,Callitropsis nootkatensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Cupressaceae|Callitropsis|Callitropsis nootkatensis
Cyanoboletus,higher_taxon,genus,path_depth,1,8,8,Cyanoboletus pulverulentus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Cyanoboletus|Cyanoboletus pulverulentus
Cyanosporus,higher_taxon,genus,path_depth,2,8,8,Cyanosporus caesius,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Cyanosporus|Cyanosporus caesius
Cyatheaceae,higher_taxon,family,suffix,1,8,8,Cyathea dealbata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Cyatheales|Cyatheaceae|Alsophila|Alsophila dealbata
Cycadaceae,higher_taxon,family,suffix,2,8,8,Cycas circinalis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Cycadopsida|Cycadales|Cycadaceae|Cycas|Cycas circinalis
Cyclanthaceae,higher_taxon,family,suffix,1,8,8,Carludovica palmata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Pandanales|Cyclanthaceae|Carludovica|Carludovica palmata
Cyclocybe,higher_taxon,genus,path_depth,2,8,8,Cyclocybe cylindracea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tubariaceae|Cyclocybe|Cyclocybe cylindracea
Cylindrobasidium,higher_taxon,genus,path_depth,2,8,8,Cylindrobasidium evolvens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Cylindrobasidium|Cylindrobasidium evolvens
Cyperaceae,higher_taxon,family,suffix,140,8,8,Blysmus compressus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Cyperaceae|Blysmus|Blysmus compressus
Cyphella,higher_taxon,genus,path_depth,1,8,8,Cyphella digitalis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cyphellaceae|Cyphella|Cyphella digitalis
Cyphobasidium,higher_taxon,genus,path_depth,1,8,8,Cyphobasidium usneicola,Eukaryota|Fungi|Basidiomycota|Cystobasidiomycetes|Cyphobasidiales|Cyphobasidiaceae|Cyphobasidium|Cyphobasidium usneicola
Cyrillaceae,higher_taxon,family,suffix,1,8,8,Cyrilla racemiflora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Cyrillaceae|Cyrilla|Cyrilla racemiflora
Cystinarius,higher_taxon,genus,path_depth,2,8,8,Cystinarius crassus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Cystinarius|Cystinarius crassus
Cystoagaricus,higher_taxon,genus,path_depth,3,8,8,Cystoagaricus hirtosquamulosus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Cystoagaricus|Cystoagaricus hirtosquamulosus
Cystofilobasidium,higher_taxon,genus,path_depth,1,8,8,Cystofilobasidium macerans,Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Cystofilobasidiales|Cystofilobasidiaceae|Cystofilobasidium|Cystofilobasidium macerans
Cystolepiota,higher_taxon,genus,path_depth,7,8,8,Cystolepiota adulterina,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Cystolepiota|Cystolepiota adulterina
Cystopteridaceae,higher_taxon,family,suffix,5,8,8,Cystopteris alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Cystopteridaceae|Cystopteris|Cystopteris alpina
Cytidia,higher_taxon,genus,path_depth,1,8,8,Cytidia salicina,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Corticiales|Vuilleminiaceae|Cytidia|Cytidia salicina
Dacrymyces,higher_taxon,genus,path_depth,3,8,8,Dacrymyces chrysospermus,Eukaryota|Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Dacrymyces|Dacrymyces chrysospermus
Dacryobolus,higher_taxon,genus,path_depth,1,8,8,Dacryobolus karstenii,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Dacryobolaceae|Dacryobolus|Dacryobolus karstenii
Daedaleopsis,higher_taxon,genus,path_depth,1,8,8,Daedaleopsis confragosa,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Daedaleopsis|Daedaleopsis confragosa
Daphniphyllaceae,higher_taxon,family,suffix,1,8,8,Daphniphyllum macropodum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Daphniphyllaceae|Daphniphyllum|Daphniphyllum macropodum
Datiscaceae,higher_taxon,family,suffix,1,8,8,Datisca cannabina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Datiscaceae|Datisca|Datisca cannabina
Davalliaceae,higher_taxon,family,suffix,2,8,8,Davallia bullata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Davalliaceae|Davallia|Davallia bullata
Deconica,higher_taxon,genus,path_depth,5,8,8,Deconica coprophila,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Strophariaceae|Deconica|Deconica coprophila
Dennstaedtiaceae,higher_taxon,family,suffix,2,8,8,Pteridium aquilinum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Dennstaedtiaceae|Hypolepidoideae|Pteridium|Pteridium aquilinum
Dentipellis,higher_taxon,genus,path_depth,1,8,8,Dentipellis fragilis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Russulales|Hericiaceae|Dentipellis|Dentipellis fragilis
Dermoloma,higher_taxon,genus,path_depth,2,8,13,Dermoloma fusipes,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Tricholomatineae|Tricholomataceae|Tricholomatoideae|Dermoloma|Dermoloma|Dermoloma|Dermoloma fusipes
Desarmillaria,higher_taxon,genus,path_depth,1,8,8,Desarmillaria tabescens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Desarmillaria|Desarmillaria tabescens
Dichomitus,higher_taxon,genus,path_depth,1,8,8,Dichomitus squalens,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Dichomitus|Dichomitus squalens
Dicksoniaceae,higher_taxon,family,suffix,1,8,8,Dicksonia antarctica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Cyatheales|Dicksoniaceae|Dicksonia|Dicksonia antarctica
Didiereaceae,higher_taxon,family,suffix,5,8,8,Alluaudia ascendens,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Didiereaceae|Didiereoideae|Alluaudia|Alluaudia ascendens
Dioscoreaceae,higher_taxon,family,suffix,4,8,8,Dioscorea caucasica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Dioscoreales|Dioscoreaceae|Dioscorea|Dioscorea caucasica
Ditangium,higher_taxon,genus,path_depth,1,8,8,Ditangium cerasi,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Sebacinales|Sebacinaceae|Ditangium|Ditangium cerasi
Ditiola,higher_taxon,genus,path_depth,2,8,8,Ditiola haasii,Eukaryota|Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Ditiola|Ditiola haasii
Dombeyoideae,higher_taxon,subfamily,suffix,2,8,9,Dombeya rotundifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Dombeyoideae|Dombeya|Dombeya rotundifolia
Doryanthaceae,higher_taxon,family,suffix,1,8,8,Doryanthes palmeri,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Doryanthaceae|Doryanthes|Doryanthes palmeri
Droseraceae,higher_taxon,family,suffix,7,8,8,Aldrovanda vesiculosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Droseraceae|Aldrovanda|Aldrovanda vesiculosa
Dryopteridaceae,higher_taxon,family,suffix,24,8,8,Cyrtomium falcatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteridoideae|Cyrtomium|Cyrtomium falcatum
Ebenaceae,higher_taxon,family,suffix,3,8,8,Diospyros kaki,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ebenaceae|Ebenoideae|Diospyros|Diospyros kaki
Echinoderma,higher_taxon,genus,path_depth,3,8,8,Echinoderma asperum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Echinoderma|Echinoderma asperum
Ehretiaceae,higher_taxon,family,suffix,2,8,8,Ehretia dicksonii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Ehretiaceae|Ehretia|Ehretia dicksonii
Elaeagnaceae,higher_taxon,family,suffix,5,8,8,Elaeagnus angustifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Elaeagnaceae|Elaeagnus|Elaeagnus angustifolia
Endophyllum,higher_taxon,genus,path_depth,2,8,8,Endophyllum euphorbiae-sylvaticae,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Endophyllum|Endophyllum euphorbiae-sylvaticae
Entocybe,higher_taxon,genus,path_depth,2,8,8,Entoloma nitidum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entocybe|Entocybe nitida
Entoloma,higher_taxon,genus,path_depth,57,8,10,Entoloma allospermum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma allospermum
Entyloma,higher_taxon,genus,path_depth,15,8,8,Entyloma bellidis,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales|Entylomataceae|Entyloma|Entyloma bellidis
Ephedrales,higher_taxon,order,suffix,3,8,8,Ephedra distachya,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Gnetidae|Ephedrales|Ephedraceae|Ephedra|Ephedra distachya
Episphaeria,higher_taxon,genus,path_depth,1,8,8,Episphaeria fraxinicola,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Crepidotaceae|Episphaeria|Episphaeria fraxinicola
Epithele,higher_taxon,genus,path_depth,1,8,8,Epithele typhae,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Epithele|Epithele typhae
Equisetaceae,higher_taxon,family,suffix,10,8,8,Equisetum arvense,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Equisetales|Equisetaceae|Equisetum|Equisetum arvense
Ericaceae,higher_taxon,family,suffix,92,8,8,Andromeda polifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Vaccinioideae|Andromedeae|Andromeda|Andromeda polifolia
Erythricium,higher_taxon,genus,path_depth,1,8,8,Erythricium aurantiacum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Corticiales|Corticiaceae|Erythricium|Erythricium aurantiacum
Erythroxylaceae,higher_taxon,family,suffix,3,8,8,Erythroxylum australe,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Erythroxylaceae|Erythroxylum|Erythroxylum australe
Escalloniaceae,higher_taxon,family,suffix,1,8,8,Escallonia rubra,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Escalloniales|Escalloniaceae|Escallonioideae|Escallonia|Escallonia rubra
Eucommiaceae,higher_taxon,family,suffix,1,8,8,Eucommia ulmoides,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Garryales|Eucommiaceae|Eucommia|Eucommia ulmoides
Euphorbiaceae,higher_taxon,family,suffix,72,8,11,Acalypha hispida,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Euphorbiaceae|Acalyphoideae|Acalypheae|Acalyphinae|Acalypha|Acalypha hispida
Eupteleaceae,higher_taxon,family,suffix,1,8,8,Euptelea polyandra,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Eupteleaceae|Euptelea|Euptelea polyandra
Exidia,higher_taxon,genus,path_depth,8,8,8,Exidia glandulosa,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Exidia|Exidia glandulosa
Exidiopsis,higher_taxon,genus,path_depth,1,8,8,Exidiopsis effusa,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Exidiopsis|Exidiopsis effusa
Exobasidium,higher_taxon,genus,path_depth,13,8,8,Arcticomyces warmingii,Eukaryota|Fungi|Basidiomycota|Exobasidiomycetes|Exobasidiales|Exobasidiaceae|Exobasidium|Exobasidium warmingii
Fabaceae,higher_taxon,family,suffix,225,8,8,Acacia dealbata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Acacia|sect.|Acacia dealbata
Fagaceae,higher_taxon,family,suffix,21,8,8,Castanea sativa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Castanea|Castanea sativa
Favolaschia,higher_taxon,genus,path_depth,1,8,8,Favolaschia claudopus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Mycenaceae|Favolaschia|Favolaschia claudopus
Fibroporia,higher_taxon,genus,path_depth,1,8,8,Fibroporia radiculosa,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Fibroporiaceae|Fibroporia|Fibroporia radiculosa
Flammula,higher_taxon,genus,path_depth,1,8,8,Flammula alnicola,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Flammula|Flammula alnicola
Flammulaster,higher_taxon,genus,path_depth,3,8,8,Flammulaster carpophilus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tubariaceae|Flammulaster|Flammulaster carpophilus
Flammulina,higher_taxon,genus,path_depth,2,8,8,Flammulina elastica,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Flammulina|Flammulina elastica
Flaviporus,higher_taxon,genus,path_depth,1,8,8,Antrodiella citrinella,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Steccherinaceae|Flaviporus|Flaviporus citrinellus
Fomes,higher_taxon,genus,path_depth,1,8,8,Fomes fomentarius,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Fomes|Fomes fomentarius
Fomitiporia,higher_taxon,genus,path_depth,3,8,8,Fomitiporia hippophaicola,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Fomitiporia|Fomitiporia hippophaicola
Fomitopsis,higher_taxon,genus,path_depth,5,8,8,Fomitopsis betulina,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Fomitopsidaceae|Fomitopsis|Fomitopsis betulina
Francoaceae,higher_taxon,family,suffix,3,8,8,Francoa appendiculata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Francoaceae|Francooideae|Francoa|Francoa appendiculata
Frommeella,higher_taxon,genus,path_depth,1,8,8,Phragmidium tormentillae,Eukaryota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Phragmidiaceae|Frommeella|Frommeella tormentillae
Fumarieae,higher_taxon,tribe,suffix,8,8,10,Fumaria capreolata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Fumarioideae|Fumarieae|Fumaria|Fumaria capreolata
Fuscoporia,higher_taxon,genus,path_depth,2,8,8,Fuscoporia ferruginosa,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Fuscoporia|Fuscoporia ferruginosa
Galerina,higher_taxon,genus,path_depth,17,8,8,Galerina alluviana,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina alluviana
Ganoderma,higher_taxon,genus,path_depth,7,8,8,Ganoderma adspersum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Ganoderma|Ganoderma adspersum
Garryaceae,higher_taxon,family,suffix,2,8,8,Aucuba japonica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Garryales|Garryaceae|Aucuba|Aucuba japonica
Geastrum,higher_taxon,genus,path_depth,9,8,8,Geastrum fimbriatum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Geastrales|Geastraceae|Geastrum|Geastrum fimbriatum
Gentianaceae,higher_taxon,family,suffix,43,8,8,Blackstonia acuminata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Chironieae|Chironiinae|Blackstonia|Blackstonia acuminata
Geraniaceae,higher_taxon,family,suffix,63,8,8,Erodium chrysanthum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Geraniaceae|Erodium|Erodium chrysanthum
Gerhardtia,higher_taxon,genus,path_depth,1,8,8,Gerhardtia borealis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae|Gerhardtia|Gerhardtia borealis
Gesneriaceae,higher_taxon,family,suffix,23,8,8,Achimenes erecta,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Gesneriaceae|Gesnerioideae|Gesnerieae|Gloxiniinae|Achimenes|Achimenes erecta
Ginkgoaceae,higher_taxon,family,suffix,1,8,8,Ginkgo biloba,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Ginkgoopsida|Ginkgoales|Ginkgoaceae|Ginkgo|Ginkgo biloba
Gliophorus,higher_taxon,genus,path_depth,3,8,8,Gliophorus irrigatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Gliophorus|Gliophorus irrigatus
Gloeophyllum,higher_taxon,genus,path_depth,4,8,8,Gloeophyllum abietinum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Gloeophyllales|Gloeophyllaceae|Gloeophyllum|Gloeophyllum abietinum
Gomphidius,higher_taxon,genus,path_depth,2,8,8,Gomphidius glutinosus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Gomphidiaceae|Gomphidius|Gomphidius glutinosus
Gomphus,higher_taxon,genus,path_depth,1,8,8,Gomphus clavatus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Gomphales|Gomphaceae|Gomphus|Gomphus clavatus
Goodeniaceae,higher_taxon,family,suffix,3,8,8,Goodenia radicans,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Goodeniaceae|Goodenioideae|Goodenia|Goodenia radicans
